s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
55,Eva Hesse,No Title ,postminimal,Whitney,1,0,6,"6, latex, rope, string, and wire",dimensions variable (installed in room),1970,0,0,0,0,0,1,0,4,1,0,3,0,4,2,0,0,5,0,"hanging weighty line and repetition, gravity, suspension, decay, materials, handmade quality, repetition"
160,Lucas Samaras,Chair Transformation #7,,Met also Tate,19,0,6,"6, plastered cloth on wire",83 x 54 x 45 cm,1970,1,0,0,0,0,1,0,0,0,0,3,0,1,5,0,0,5,0,"wobbly, textural lines to form furniture which should hold weight, often uses distortion, here chair is not as expected; pushes the boundaries of physical & psychological transformation"
337,Paul Thek,_Fishman in Excelsis Table_,,Whitney also MoMA,1,0,6,"6, mixed media: wood, latex, wax, metal, paint, fabric, string, & Styrofoam",75 x 90 x 239 cm,1971,1,0,0,0,0,1,0,4,2,0,3,0,0,4,0,0,3,5,"suspension & materials, suspended table high up near ceiling, materials bound under table cloth hanging down, old materials, skeleton, body parts, represent effigy of Thek surrounded by fish & looking like Christ, aka the fisherman"
180,Richard Tuttle ,10th Wire Piece,postminimal,Pulitzer Gallery also Tate,1,0,6,"6, florist wire, nails & graphite",3 dimensions variable,1972,0,0,0,0,0,1,0,4,0,4,2,0,3,4,0,0,5,0,"wire attached to wall at top, drawn shape with pencil on wall, released to find own gravity, shadow, what is this, how is it made, minimal & craft, unusual materials, lightweight line"
196,Richard Wentworth,"35еЎ9,32еЎ18",conceptual,Tate,9,0,6,"6, steel & aluminium",413 x 113 x 127 cm,1985,1,0,0,0,0,1,0,0,0,0,3,0,5,3,0,0,5,0,"ladder seemingly made out of material, reflection on wall made of cable - bending, alters everyday objects so that they look strange / here steel ladder & 2nd cable ladder"
313,Al Taylor,Untitled,,MoMA,1,0,6,"6, wooden broomsticks w/ enamel paint mounted on formica laminate",152 x 89 x 56 cm,1988,0,1,0,0,0,1,0,4,0,1,3,0,4,3,0,0,5,0,"suspension, use of paint to change look of object, can't quite work out what this wrapped item is or how handle holds up, complex, folded up lines"
322,Gego (Gertrud Goldschmidt),"Ledge II, no. 88/37",,MoMA,5,0,6,"6, steel, lead & plastic",200 x 40 x 40 cm,1988,0,0,0,0,0,1,0,4,3,3,3,0,4,4,0,0,5,0,"suspended, combination of materials, varied quality of lines, dense wire activity, description of almost architectural shape, plastic tubes connecting each of the 4 areas"
387,Jeff Koons,Balloon Dog,supports/surfaces,Jeff Koons website,1,0,6,"6, mirror-polished stainless steel w/ transparent color coating",307 x 363 x 114 cm,1994,1,0,0,0,0,1,0,0,4,0,4,0,0,4,0,0,0,5,"steel made to resemble a balloon, play of balloon - light object - with steel and heaviness, huge size of 6, uncertain what weight this is / what it is made from"
171,Daniel Spoerri ,"La table du Clown Bar, Paris,",assemblage,artnet.com also Tate,26,0,6,"6, mixed media",100 x 55 x 107 cm,1996,1,0,0,0,0,1,0,1,0,0,0,0,5,2,0,0,0,5,"assemblage, table w/ objects tipped on side, wrote ""Anecdoted Topography of Chance""; this piece uses orientation, objects should fall off"
187,Didier Vermeiren,Solide plastique #4,conceptual,xavierhufkens.com and also Tate,12,0,6,"6, porcelain, enamel & wood",24 x 63 x 54 cm,1999,0,0,0,0,0,1,0,2,1,0,3,1,1,4,0,0,3,5,"3 distinct materials, porcelain, enamel & wood, semi-abstract, hard to tell what this is"
113,Claes Oldenburg and Coosje van Bruggen,Soft Viola ,,Whitney also in Tate,1,0,6,"6, canvas, resin, rope, & metal painted with latex",264 МОМФ 152 МОМФ 56 cm,2002,1,0,0,0,0,1,0,2,0,0,4,0,4,4,0,0,5,5,"gravity on soft object hung on a wall that is usually hard, floppiness of the object that in real life has different properties"
93,Josiah McElheny,"Twentieth Century Modernism, Mirrored and Reflected Infinitely",conceptual,Andrea Rosen Gallery (also Tate),1,0,6,"6, handblown mirrored glass, display structure, transparent mirror, lighting",79 x 478 x 48 cm,2006,1,0,0,0,0,1,0,5,0,2,2,0,0,1,1,0,0,5,"mirrored glass gives infinity aspect, siting of glass in relation to mirror creating illusion of deep receeding space"
251,Moris (Israel Meza Moreno),Hermoso paisaje 3,,I-20 Gallery also MoMA,31,0,6,"6, mixed media",80 x 65 x 25 cm,2007,1,0,0,0,0,1,0,4,0,1,0,1,0,3,0,0,3,5,"objects in transparent bag, suspended against wall/ floor, uneasy sense to this work, is this someone's belongings / stolen / policy station / dead, what is the story here"
386,Charles Long,Untitled,,Tanya Bonakdar Gallery,1,0,6,"6, papier machМОе©, plaster, steel, acrylic, river sediment & debris",323 x 91 x 102 cm,2009,0,0,0,0,0,1,0,3,0,0,4,0,4,4,0,0,5,5,"juxtaposition of 2 kinds of lines, unclear how thin papier mache & river sediment line stands up, this line seems to almost describe water or ice, much taller than angular hard lines, particular shapes, difference of materials, framed w/ a lot of space"
130,Nicholas Pope,Liar Liar ,,Tate,11,0,6,"6, 15 unglazed ceramic forms",dimensions variable,2009,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,0,0,5,"repeated volumes, weird, are these abstract or are they repeated mute 'figures'"
323,Michael Heizer,Levitated Mass,,Gagosian also MoMA,1,0,6,"6, diorite granite, concrete",13900 x 670 x 1080 cm,2012,1,0,0,0,0,1,0,5,4,0,4,0,0,1,0,0,0,5,"very heavy large rock, balanced across slanted walkway between 2 walls, looks placed precariously"
74,Lee Bul,Souterrain,,Lehmann Maupin Gallery,28,0,6,"6, plywood on wooden frame, acrylic, mirror, alkyd paint",274 x 360 x 480 cm,2012,1,0,0,0,0,1,0,4,0,4,4,0,3,2,1,0,3,5,"use of mirrors/ reflection, hard to ascertain space & what it is, open structure, repetition, multiple parts"
255,Ken Okiishi,gesture/data,conceptual,MoMA,1,0,6,"6, oil & Chroma Key Video, paint on flat-screen televisions, VHS & HD video transferred to .mp4 (color, sound)","2 flat-screen TVs, left video 12:21 min, right 75:13 min",2014,0,0,1,0,0,1,0,4,0,1,2,1,0,3,0,0,5,5,"gestural paint thick line marks on top of moving, flickering TV images below, 2 screens, can't fully see through to dvd below but lines don't cover the whole of the screen"
159,Doris Salcedo,Disremembered I,conceptual, mcachicago.org (also Tate),15,0,6,"6, sewing needles & silk thread",89 МОМФ 55 МОМФ 16 cm,2014,1,0,0,0,0,1,0,3,4,0,4,0,4,3,0,0,5,0,"repetition of numerous needles in rows to create fragile, suspended surface, fragility, suspended, gravity, is it sharp, will clothing fall apart?"
214,Jems Robert Koko Bi,'Domino'' Bois de Teck,,"Galerie CМ©cile Fakhoury Abidjan ‰ЫУ 25, http://cecilefakhoury.com/",25,0,6,"6, wood",238 x 260 x 113 cm,2015,0,0,0,0,0,1,0,0,0,0,2,0,4,3,0,0,3,5,"leaning over, off balance, hard to know what it is, wood used to convey floppiness"
321,Alan Saret ,Untitled,,James Cohan Gallery also MoMA,1,0,6,"6, tin coated copper wire",105 x 31 x 28 cm, 1975,0,0,0,0,0,1,0,4,4,4,3,0,4,4,0,0,5,0,"abstract, suspended, lightweight, partially see-through, different weights of wire, delicacy & suggestion & searching quality to this work"
221,S. Nandagopal,The Hunt,,"Cholamandal Artists' Village, Madras",22,0,6,"6, copper & brass welded",90 cm high,1970,0,1,0,0,0,1,0,4,0,0,0,0,4,2,0,0,5,5,"movement created using gestures, figures at angles, balancing, imbalance, sense of falling figure. Note better image: https://www.sahapedia.org/s-nandagopal-6s#lg=1&slide=44"
222,S.Paramasivam,no title on website,,"Cholamandal Artists' Village, Madras",22,0,6,"6,",,1970,0,0,0,0,0,1,0,5,2,0,0,0,0,3,0,0,0,5,"balancing 2 triangles on top of 2 columns, different in shape than below, very thin connection between shapes"
324,Fred Sandback,"Untitled (Fourth of Ten Corner Constructions, Sculptural Study, Yellow Version)",,David Zwirner also MoMA,1,0,6,"6, gold acrylic yarn",247 x 78 x 178 cm,1981,0,0,0,0,0,1,0,5,3,2,2,1,2,2,0,0,5,0,"placing of parallel lines across a corner to convey sense of an outlined space, openness of space described by yarn, position off the ground & across the corner"
86,Piero Manzoni,Artist‰ЫЄs Shit,conceptual,Tate,6,1,6,"6, tin can, 5ed paper & excrement",5 x 7 x 7 cm,1961,1,0,0,0,0,1,0,5,0,0,1,0,0,2,0,0,3,5,"intimation of what's inside through title, needs title to convey uncertainty, is it what it says it is?"
343,Hi Red Center,Canned Mystery,fluxus,MoMA,27,1,6,"6, sealed metal can with label, containing unknown contents",8 x 7 x 7 cm,1964,1,0,0,0,0,1,0,2,1,0,2,3,1,4,0,0,0,5,"group - use of red exclamation symbol onclosed object, can, creates questions/ uncertainty"
152,Dieter Roth,Untitled,,Hauser & Wirth Gallery (also Tate),5,1,6,"6, toys, sweets, trinkets, 5ed matter, 1 utensils, adhesive tape, tools, refuse, strips of wood & metal, glue on corrugated cardboard. Sour milk, fruit juice, cocoa, dead insects in plastic tubes, in wooden frame with openings for pouring in liquids",220 x 230 x 25 cm,1974,0,1,0,0,0,1,0,1,0,1,4,0,1,3,0,0,5,5,"assemblage of objects & refuse w/ glue & sour milk etc in plastic tubes, w/ openings for pouring in liquids, wide unconventional use of materials often decomposing eg chocolate, dirt, glue, food: rotting. What is this?"
329,George Maciunas,Same Card Flux Deck,fluxus,MoMA,1,1,6,"6, plastic box with offset label, containing 52 identical cards",8 x 9 x 3 cm,1983,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,5,"repetition of cards, impossible to find in a deck, know that there aren't identical cards in a pack"
333,Nam June Paik,Untitled,fluxus,MoMA,1,1,6,"6, player piano, 15 televisions, 2 cameras, 2 laser disc players, 1 electric light & light bulb, & wires",254 x 267 x 122 cm,1993,1,0,1,0,0,1,0,4,1,0,1,1,3,4,0,0,0,5,"multiple monitors on top of - self-playing - player piano, moving images, balancing, moving videos, screens piled on top of each other, different ways up, video of closeups of the self-playing piano"
351,Joseph Cornell,Untitled (Dieppe),,MoMA,1,1,6,"6, mixed media: wood box w/ glass over painted background containing corkball, metal rods, metal bracelet, nails, & stamp, w/ book pages on reverse",20 x 32 x 10 cm, 1958,1,0,0,0,0,1,0,2,1,0,1,0,0,4,0,0,5,5,"едМЭМЏshadow boxes become poetic theater or settings wherein are metamorphosed the elements of a childhood pastime. The fragile, shimmering globules become the shimmering but more enduring planetsедМЭМТa connotation of moon and tidesедМЭМТthe association of water less subtle, as when driftwood pieces make up a proscenium to set off the dazzling white of sea foam and billowy cloud crystallized in a pipe of fancy.едМЭеќ  Among the earliest examples of assemblage; surrealist, unexpected juxtapositions, here ball on rails & suspended circle w/ empty space, hard to fathom"
396,Oskar Fischinger,An Optical Poem,,YouTube ,5,0,7,"film,",7 mins,1938,0,0,1,0,0,0,1,4,4,4,0,1,0,3,0,5,5,5,"animation to music, moving abstract circles & lines receeding into space, moving across the screen, coming towards the viewer, not fixed, moving in groups, patterns, getting larger / smaller, abstract musical animation, very open, always changing, luminous colors, dance of shapes resembles a voyage through an imaginery outer space"
106,Bruce Nauman,Dance or Exercise on the Perimeter of a Square (Square Dance)    ,conceptual,MACBA Collection also Tate,1,0,7,"video, 16 mm film transferred to video, b/w, sound",8 min video,1968,1,0,1,0,0,1,0,4,0,0,0,0,2,2,0,0,5,5,"performance on perimeter of square, video of performance - repetitive movement defining space from center to corner defined only by length of stride; facing outwards, then facing inwards. Odd, inquiring, uncertain about what is going to happen and what this is about, art as process"
66,Isaac Julien,Vagabondia ,conceptual,Tate,9,0,7,"video, 2 back projections, 7 mins",display dimensions variable,2000,1,0,0,0,0,0,1,4,0,0,0,0,1,1,1,0,0,5,video still - interesting because same image seen twice: different paths
